feature_name,phase172_position,aggregation,category,metric,op_units_corrected,organelle,source,unit,zscored_per_batch,official_feature_id,official_feature_name,official_feature_type,official_compartment,official_channel,official_unit,official_software,official_version,in_phase_446d_candidate_panel,in_phase_172d_harmonized_panel,plain_language_meaning
op_phase2d_tubular_intensity_mean_std,122,std,intensity,intensity_mean,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_mean_std,op_phase2d_tubular_intensity_mean_std,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_mean, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_mean_sum,123,sum,intensity,intensity_mean,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_mean_sum,op_phase2d_tubular_intensity_mean_sum,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_mean, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_mean_min,124,min,intensity,intensity_mean,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_mean_min,op_phase2d_tubular_intensity_mean_min,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_mean, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_mean_max,125,max,intensity,intensity_mean,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_mean_max,op_phase2d_tubular_intensity_mean_max,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_mean, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_range_mean,126,mean,intensity,intensity_range,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_range_mean,op_phase2d_tubular_intensity_range_mean,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_range, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_range_median,127,median,intensity,intensity_range,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_range_median,op_phase2d_tubular_intensity_range_median,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_range, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_range_std,128,std,intensity,intensity_range,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_range_std,op_phase2d_tubular_intensity_range_std,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_range, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_range_sum,129,sum,intensity,intensity_range,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_range_sum,op_phase2d_tubular_intensity_range_sum,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_range, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_range_min,130,min,intensity,intensity_range,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_range_min,op_phase2d_tubular_intensity_range_min,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_range, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_range_max,131,max,intensity,intensity_range,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_range_max,op_phase2d_tubular_intensity_range_max,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_range, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_min_mean,132,mean,intensity,intensity_min,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_min_mean,op_phase2d_vesicular_intensity_min_mean,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_min, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_min_median,133,median,intensity,intensity_min,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_min_median,op_phase2d_vesicular_intensity_min_median,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_min, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_min_std,134,std,intensity,intensity_min,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_min_std,op_phase2d_vesicular_intensity_min_std,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_min, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_min_sum,135,sum,intensity,intensity_min,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_min_sum,op_phase2d_vesicular_intensity_min_sum,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_min, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_min_min,136,min,intensity,intensity_min,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_min_min,op_phase2d_vesicular_intensity_min_min,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_min, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_min_max,137,max,intensity,intensity_min,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_min_max,op_phase2d_vesicular_intensity_min_max,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_min, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_max_mean,138,mean,intensity,intensity_max,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_max_mean,op_phase2d_vesicular_intensity_max_mean,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_max, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_max_median,139,median,intensity,intensity_max,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_max_median,op_phase2d_vesicular_intensity_max_median,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_max, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_max_std,140,std,intensity,intensity_max,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_max_std,op_phase2d_vesicular_intensity_max_std,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_max, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_max_sum,141,sum,intensity,intensity_max,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_max_sum,op_phase2d_vesicular_intensity_max_sum,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_max, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_max_min,142,min,intensity,intensity_max,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_max_min,op_phase2d_vesicular_intensity_max_min,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_max, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_max_max,143,max,intensity,intensity_max,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_max_max,op_phase2d_vesicular_intensity_max_max,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_max, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_mean_mean,144,mean,intensity,intensity_mean,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_mean_mean,op_phase2d_vesicular_intensity_mean_mean,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_mean, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_mean_median,145,median,intensity,intensity_mean,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_mean_median,op_phase2d_vesicular_intensity_mean_median,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_mean, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_mean_std,146,std,intensity,intensity_mean,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_mean_std,op_phase2d_vesicular_intensity_mean_std,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_mean, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_mean_sum,147,sum,intensity,intensity_mean,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_mean_sum,op_phase2d_vesicular_intensity_mean_sum,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_mean, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_mean_min,148,min,intensity,intensity_mean,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_mean_min,op_phase2d_vesicular_intensity_mean_min,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_mean, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_mean_max,149,max,intensity,intensity_mean,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_mean_max,op_phase2d_vesicular_intensity_mean_max,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_mean, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_range_mean,150,mean,intensity,intensity_range,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_range_mean,op_phase2d_vesicular_intensity_range_mean,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_range, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_range_median,151,median,intensity,intensity_range,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_range_median,op_phase2d_vesicular_intensity_range_median,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_range, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_range_std,152,std,intensity,intensity_range,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_range_std,op_phase2d_vesicular_intensity_range_std,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_range, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_range_sum,153,sum,intensity,intensity_range,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_range_sum,op_phase2d_vesicular_intensity_range_sum,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_range, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_range_min,154,min,intensity,intensity_range,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_range_min,op_phase2d_vesicular_intensity_range_min,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_range, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_intensity_range_max,155,max,intensity,intensity_range,False,phase2d_vesicular,organelle_profiler,AU,none,op_phase2d_vesicular_intensity_range_max,op_phase2d_vesicular_intensity_range_max,intensity,phase2d_vesicular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular; metric=intensity_range, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_cell_area,156,,cell_morphology,area,True,cell,organelle_profiler,um^2,none,op_cell_area,op_cell_area,shape,cell,,um^2,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=area; unit=um^2. This is a numerical image descriptor, not a molecular endpoint."
op_cell_perimeter,157,,cell_morphology,perimeter,True,cell,organelle_profiler,um,none,op_cell_perimeter,op_cell_perimeter,shape,cell,,um,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=perimeter; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_cell_axis_major_length,158,,cell_morphology,axis_major_length,True,cell,organelle_profiler,um,none,op_cell_axis_major_length,op_cell_axis_major_length,shape,cell,,um,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=axis_major_length; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_cell_axis_minor_length,159,,cell_morphology,axis_minor_length,True,cell,organelle_profiler,um,none,op_cell_axis_minor_length,op_cell_axis_minor_length,shape,cell,,um,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=axis_minor_length; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_cell_aspect_ratio,160,,cell_morphology,aspect_ratio,False,cell,organelle_profiler,ratio,none,op_cell_aspect_ratio,op_cell_aspect_ratio,shape,cell,,ratio,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=aspect_ratio; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_cell_solidity,161,,cell_morphology,solidity,False,cell,organelle_profiler,ratio,none,op_cell_solidity,op_cell_solidity,shape,cell,,ratio,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=solidity; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_cell_extent,162,,cell_morphology,extent,False,cell,organelle_profiler,ratio,none,op_cell_extent,op_cell_extent,shape,cell,,ratio,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=extent; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_cell_orientation,163,,cell_morphology,orientation,False,cell,organelle_profiler,radians,none,op_cell_orientation,op_cell_orientation,shape,cell,,radians,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=orientation; unit=radians. This is a numerical image descriptor, not a molecular endpoint."
op_cell_circularity,164,,cell_morphology,circularity,False,cell,organelle_profiler,ratio,none,op_cell_circularity,op_cell_circularity,shape,cell,,ratio,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=circularity; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_cell_hu_moment_0,165,,cell_morphology,hu_moment_0,False,cell,organelle_profiler,unknown,none,op_cell_hu_moment_0,op_cell_hu_moment_0,shape,cell,,unknown,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=hu_moment_0; unit=unknown. This is a numerical image descriptor, not a molecular endpoint."
op_cell_hu_moment_1,166,,cell_morphology,hu_moment_1,False,cell,organelle_profiler,unknown,none,op_cell_hu_moment_1,op_cell_hu_moment_1,shape,cell,,unknown,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=hu_moment_1; unit=unknown. This is a numerical image descriptor, not a molecular endpoint."
op_cell_hu_moment_2,167,,cell_morphology,hu_moment_2,False,cell,organelle_profiler,unknown,none,op_cell_hu_moment_2,op_cell_hu_moment_2,shape,cell,,unknown,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=hu_moment_2; unit=unknown. This is a numerical image descriptor, not a molecular endpoint."
op_cell_hu_moment_3,168,,cell_morphology,hu_moment_3,False,cell,organelle_profiler,unknown,none,op_cell_hu_moment_3,op_cell_hu_moment_3,shape,cell,,unknown,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=hu_moment_3; unit=unknown. This is a numerical image descriptor, not a molecular endpoint."
op_cell_hu_moment_4,169,,cell_morphology,hu_moment_4,False,cell,organelle_profiler,unknown,none,op_cell_hu_moment_4,op_cell_hu_moment_4,shape,cell,,unknown,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=hu_moment_4; unit=unknown. This is a numerical image descriptor, not a molecular endpoint."
op_cell_hu_moment_5,170,,cell_morphology,hu_moment_5,False,cell,organelle_profiler,unknown,none,op_cell_hu_moment_5,op_cell_hu_moment_5,shape,cell,,unknown,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=hu_moment_5; unit=unknown. This is a numerical image descriptor, not a molecular endpoint."
op_cell_hu_moment_6,171,,cell_morphology,hu_moment_6,False,cell,organelle_profiler,unknown,none,op_cell_hu_moment_6,op_cell_hu_moment_6,shape,cell,,unknown,OrganelleProfiler,,True,True,"organelle_profiler cell_morphology feature for cell; metric=hu_moment_6; unit=unknown. This is a numerical image descriptor, not a molecular endpoint."
